ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0.49185466740913514,0.39369809946745954,0.07218090504082526,-0.8169080519743515,2.3240314348170585,0.9399923157327522,0.5537263449864741,-0.3666883994917937,-0.17585582637258282
0.8961305773957317,1.0431052404175825,0.8545163801888885,-0.6004487871851035,-0.03176183097917046,-0.8272029639371328,0.07481768598363353,-0.35266166429545237,0.5471135873290716
-0.2074562994359783,0.7133349525765348,0.020832108709753803,0.04700526885154458,-0.03176183097917046,-0.6851005385891248,0.7629386485704373,0.5132967573605169,-0.0901537227820716
-0.36249808322712473,0.18630526414321272,-0.5414134315041279,-0.5859136607438379,-0.23555734490324037,0.6767310815653614,0.6746876464488202,-1.2785599692724352,-0.5422889394154666
0.4385954103918572,-0.45848836089450146,-0.23278842737443917,1.1563907059696459,1.5139437547465362,0.7678578992360303,-1.6473788261556739,-0.5284244425749252,-0.5518270022042779
-0.11805551838788397,0.4546182849584133,-0.8691027366419292,0.09835588509623427,-0.5468924402278527,1.7871753742144825,0.5000069821555505,0.2902654505039469,0.1655177259340057
-0.03331883009163685,0.7345618089707864,1.098716868905236,-0.21126748764511968,-2.2076016631367756,-0.20384485409507436,0.5758912111088595,0.3054870719698675,-2.5424533865102132
-0.03331883009163685,1.2217452060355076,0.6466141986454427,0.13367587496011152,-1.0152268216940512,0.7893916424124391,0.5195225382719452,-0.48682842524915004,-0.9904021512348345
-0.03331883009163685,0.6203895690364495,0.4282049387804455,-0.8583811261595421,-2.1381781988793227,0.02010599528100504,-0.7427150913184394,0.32558286064649,-1.0726814206722162
0.7923725622736489,-0.0009415382328142064,-0.305253205812483,0.17335440301192992,0.2758053712924408,-0.4860517428787638,-0.0471409049591984,0.45551413165426546,1.8741733459661736
-0.17318443240963438,0.05014308585731614,1.6673407333654733,-0.02767883619864925,-0.03176183097917046,0.5354598488557943,-1.0351822534731892,-0.4900973871463006,-0.5130734135196703
0.9752194138283695,-1.1874809504848602,0.23367014752522547,-1.843868668411476,0.8209422337955233,0.7862144436315758,-1.598867362318221,0.08848453992609562,-1.4934826581061633
0.44096153244219777,0.75363557310991,1.071098783226499,-0.19921093555241356,-0.03176183097917046,-0.2844974960305349,-0.4688727857373651,0.2745831336018932,1.4466889542617463
-0.03331883009163685,0.8569107197460549,0.2567153208780847,-1.3213709966118121,-0.03176183097917046,-0.5635014472327563,0.4690375121699975,0.010991357745363894,0.3354408931689901
-0.8805421676412215,-0.31020652189062636,-1.1164324917188453,0.7846760131978897,0.5471696219249419,1.8745875498421194,0.01529243256768614,0.011913161531656424,-0.8037806725046375
0.5556729834952422,-0.7584009810836181,-0.9682527331811261,-0.09594053027276492,0.7103977768408929,0.5464218287481499,0.6573222464594993,0.12217973539767966,-0.7653650050252274
-0.03331883009163685,-1.6593537891190782,-0.9952441115462792,0.5337092233351225,-0.947570749135831,-1.6127567242827003,-0.4777309049897848,-1.064471574416523,0.040941459036115
-0.03331883009163685,-0.8211718836644979,2.05791333514703,-1.5656287236612838,0.6373905903817274,-0.5769360102986841,1.788115875965922,2.0128859564765516,-1.4837938394586996
-1.3945654591434198,-0.16699727610159007,0.20337918877425165,-0.155264784952032,-0.03176183097917046,-1.3944115877821426,1.2035779934486934,-1.4567478320158556,-0.45989060250655245
-0.03331883009163685,0.7969520146115595,0.5638200075952277,-1.4084527406111664,-0.03176183097917046,-0.4857027985829418,2.0526149400547333,0.26780468928552775,1.154105012672168
-0.74081923731298,0.12998217015310468,1.3644336331663989,0.22076793240900655,-0.03176183097917046,-0.3481777657942467,-0.1542179899139756,-0.1694176648326505,-0.11303332839281553
-1.4973348902887567,-0.4320896347916848,-0.014820841664201645,-1.5519400563752874,-0.03176183097917046,-0.29812659123209256,1.3206092884236158,0.05224749067072103,0.7288177841381696
-0.03331883009163685,-0.1845615968095325,-0.12140225311064691,2.0241901615723275,-1.0938803707630271,0.5425882383588176,-1.538661880232552,-0.3904976327261604,1.2740089695571515
0.19338046871714723,-0.35558491582514856,-0.6376084204489628,-1.1672263595161128,-0.5417155155774823,-0.10630246508752396,0.5199664261156862,-0.0912976928711219,0.557097168594274
1.1448448034327805,-0.2157059822073321,-0.9596329555792463,0.034168697369404734,2.3387350500537507,-1.1177133147037703,1.2828391867843114,0.011913161531656424,-1.1764874751405747
-1.0964807446897087,-1.3999097401403602,4.133128039312376,0.5255911691642929,-0.03176183097917046,0.8285007181780148,0.2449410624349435,-0.5389944307172014,0.25749521119369695
0.5719773747901429,0.5383551443628445,-0.5786852166750778,-1.5427493454338594,-1.3115130993054818,0.6315726470181263,-0.03551776505391598,1.025417473220193,-0.49541565513150804
-0.9495905658000615,2.220385100882127,0.9595336176317792,-0.0521707099763799,-0.03176183097917046,1.2833926153346753,0.5217633082962014,-2.32967578144759,0.12045084555241106
-0.10591881326158921,-0.7650378944426287,-1.336130846926659,0.22521508773910867,1.3401889188987202,1.388810369842587,-1.1825529252807452,-1.8861547821400257,-1.1984199546939736
0.8122146458422085,0.8062611640488715,-0.6546639516727283,1.5645843006495794,0.4404659463652923,0.9260208339156698,2.3778998963883766,0.5954907221384298,-1.5506608317021517
0.9809942973820254,0.6059638867646385,-0.6951541152489811,0.2882526852020827,-0.5404322454837996,-0.8506924274858896,0.19305405063177083,0.8589328342020587,0.03743453918725332
1.782146938954556,-1.876500925714878,-0.5728647592988612,0.4585212148173881,0.8442490273073092,0.1306963163484775,-1.01625646607089,-2.0284790047879824,2.0016804479407266
1.8494740163074315,-1.1913872788355968,1.2262428707887034,-0.6466530659485455,2.2351821997587082,1.4213773281024964,-0.836024157537402,-1.2865189621162307,2.022736578368042
1.5397613149723524,-1.7240056496081932,-0.11393825746702319,0.39816612122887224,-0.03176183097917046,0.5262882180291147,-0.02767232284952113,-0.0013804456225015008,0.5604273525988056
-0.03331883009163685,-1.9374138827913672,-0.12933134924552742,-2.0578923230100603,1.870352956934393,1.16071140617398,1.4966431132307352,-1.03278125044069,-0.8573160999458062
0.24407571262112782,-0.43165666179014506,-0.5211110209501035,-1.631490753650882,0.0461035246785977,0.31627964943479836,-1.3948477693809302,0.9278987574986338,-1.8880835195546233
-0.1773396854401655,-0.6755456508054651,-0.026627753039652813,0.00477764499190492,0.48177984206642377,-0.006330123497383764,-0.5299793972679608,-0.6970384515057433,-1.4775436628243948
0.0525263442351369,1.3751237507427143,0.8326330827108966,-0.18387439412005158,1.6281298622552354,-1.1988776205697644,-0.9732487777567894,0.0024800156241104737,1.5469457922166865
-0.2109989873855819,0.025915433977623806,1.528521771971808,-0.8041928298796427,-2.2966028623072585,-0.47220556642246947,1.0449512240974392,1.6250653974779015,0.5201634732557516
0.024985129427163643,1.731058469401083,-2.0292527020854183,0.7342654782123798,-1.2907934413011624,-1.9954186493118087,1.24634524381105,0.1526233129617069,0.5681971685835829
-0.03331883009163685,-0.31702332795949556,0.5064543233264569,0.9193515961835215,-0.42310609979104963,1.3325629205197744,1.6905897325329762,-0.7535928190435166,1.4977441379600238
-0.665623553077134,1.6364694566541764,2.090982361547166,-2.561153816927303,-0.03176183097917046,-0.8737870590267198,-0.3233455212701559,0.7908418931569566,0.29920262143486565
0.2967231569964351,0.057923298092965446,-0.18273891767753458,0.054983570791445203,-0.03176183097917046,2.1959020690307147,-0.16156427955586236,1.2029535737619181,-1.1021792274429583
